No,Kode Efek,Nama Emiten,Nama Pemegang Rekening Efek,Nama Pemegang Saham,Nama Rekening Efek,Alamat,Alamat (Lanjutan),Kebangsaan,Domisili,Status (Lokal/Asing),Kepemilikan Per 19-MAY-2026,Col12,Col13,Kepemilikan Per 20-MAY-2026,Col15,Col16,Perubahan
43,AKRA,"AKR CORPORINDO Tbk, PT",PT CLSA Sekuritas Indonesia,PT ARTHAKENCANA RAYATAMA,PT ARTHAKENCANA RAYATAMA,AKR TOWER LANTAI 26,"JALAN PANJANG NO 5, KELURAHAN KEBON JERUK",,INDONESIA,L,"3,293,622,000","3,293,622,000",16.41,"3,293,622,000","3,293,622,000",16.41,0
44,ALDO,"ALKINDO NARATAMA Tbk, PT.","ERDIKHA ELIT, PT",PT.GOLDEN ARISTA INTERNATIONAL,PT.GOLDEN ARISTA INTERNATIONAL,"JPLA.NRCAYOAR PAANSAR MINGGU NO.5 RT 002 RW 07 DUREN TIGA,",,,INDONESIA,L,"1,810,571,784","1,810,571,784",67.04,"1,810,571,784","1,810,571,784",67.04,0
45,ALII,"ANCARA LOGISTICS INDONESIA Tbk, PT",PT Bank HSBC Indonesia,PT. GRAHA ADIKA NIAGA,BNAIANGKA JULIUS BAER CO. LTD. SINGAPORE S/A PT. GRAHA ADIKA,GEDUNG BAKRIE TOWER LT. 34 KOMPLEK RASUNA EPICENTRUM,"JL HR RASUNA SAID, KARET KUNINGAN, SETIABUDI, JAKARTA",,INDONESIA,L,"5,202,000,000","5,202,000,000",32.87,"5,202,000,000","5,202,000,000",32.87,0
46,ALII,"ANCARA LOGISTICS INDONESIA Tbk, PT",PT Bank HSBC Indonesia,SOLOMED CAPITAL PTE LTD,"BPATEN KL TJDULIUS BAER CO LTD, SINGAPORE S/A SOLOMED CAPITAL",90 4R8A6F1F9LES PLACE UNIT 35-02 REPUBLIC PLAZA SINGAPORE,,,SINGAPORE,A,"4,998,000,000","4,998,000,000",31.58,"4,998,000,000","4,998,000,000",31.58,0
47,ALII,"ANCARA LOGISTICS INDONESIA Tbk, PT",PT Bank HSBC Indonesia,BORNEO LOGISTICS SERVICES PTE. LTD.,"BLOANGKIS JTUICLSIU SSE BRAVEICRE ASN PDT CE.O L LTTDD., SINGAPORE S/A BORNEO",90 4R8A6F1F9LES PLACE UNIT 35-02 REPUBLIC PLAZA SINGAPORE,,,SINGAPORE,A,"1,744,000,000","1,744,000,000",11.02,"1,744,000,000","1,744,000,000",11.02,0
48,ALTO,"TRI BANYAN TIRTA Tbk, PT","BRI DANAREKSA SEKURITAS, PT",PT. TIRTAMAS ANGGADA,PT TIRTAMAS ANGGADA,"Menara Batavia Lt. 23, Jl. K.H Mas mansyur Kav 126",karet Tengsin- Jakarta Pusat,,INDONESIA,L,"293,925,100","356,130,919",16.25,"293,925,100","356,130,919",16.25,0
,ALTO,,"INTI FIKASA SEKURITAS, PT",,PT. TIRTAMAS ANGGADA,"MENARA BATAVIA LT. 23, JL. KH MAS MANSYUR","KAV.126, KARET TENGSIN, TANAH ABANG",,INDONESIA,L,"61,710,819",,,"61,710,819",,,0
,ALTO,,PT. TRIMEGAH SEKURITAS INDONESIA TBK,,"TIRTAMAS ANGGADA, PT",MENARA BATAVIA LT.23,JL.KH MAS MANSYUR NO.126 KARET TENGSIN,,INDONESIA,L,495,,,495,,,0
49,ALTO,"TRI BANYAN TIRTA Tbk, PT",PT ELIT SUKSES SEKURITAS,PT. FIKASA BINTANG CEMERLANG,PT FIKASA BINTANG CEMERLANG,MENARA BATAVIA LT 23 JL KH MAS MANSYUR KAV 126,KARET TENGSIN TANAH ABANG,,INDONESIA,L,"828,6","798,633,308",36.44,"828,6","798,633,308",36.44,0
,ALTO,,"INTI FIKASA SEKURITAS, PT",,PT. FIKASA BINTANG CEMERLANG,"MENARA BATAVIA LT. 23, JL. KH MAS MANSYUR","KAV. 126, KARET TENGSIN, TANAH ABANG",,INDONESIA,L,"41,778,196",,,"41,778,196",,,0
,ALTO,,"BRI DANAREKSA SEKURITAS, PT",,PT FIKASA BINTANG CEMERLANG A/C FIKASA RAYA,"MENARA BATAVIA LT.23, JL KH MAS MANSYUR KAV. 126","KARET TENGSIN, TANAH ABANG JAKARTA PUSAT",,INDONESIA,L,"728,788,455",,,"728,788,455",,,0
,ALTO,,PT. TRIMEGAH SEKURITAS INDONESIA TBK,,"FIKASA BINTANG CEMERLANG, PT",MENARA BATAVIA LT.23,"JL.KH MAS MANSYUR KAV 126, KARET TENGSIN",,INDONESIA,L,"16,138,057",,,"16,138,057",,,0
,ALTO,,PT MAGENTA KAPITAL SEKURITAS INDONESIA,,PT FIKASA BINTANG CEMERLANG,GD. MENARA BATAVIA LT 23,JL.KH. MAS MANSYUR KAV 126 KARET TENGSIN,,INDONESIA,L,"11,100,000",,,"11,100,000",,,0
50,ALTO,"TRI BANYAN TIRTA Tbk, PT","BRI DANAREKSA SEKURITAS, PT",PERSERO DANAREKSA PT a/c SPECIAL,"PERSERO DANAREKSA, PT S/A PSC",JL MEDAN MERDEKA SELATAN NO. 14,GAMBIR JAKARTA PUSAT,,INDONESIA,L,"149,437,339","149,437,339",6.82,"149,437,339","149,437,339",6.82,0
51,ALTO,"TRI BANYAN TIRTA Tbk, PT",PT. TRIMEGAH SEKURITAS INDONESIA TBK,PT TRIMEGAH SEKURITAS INDONESIA TBK,"TRIMEGAH SEKURITAS INDONESIA TBK, PT",GEDUNG ARTHA GRAHA LT. 18,JL. JEND. SUDIRMAN KAV 52-53 SENAYAN KEBAYORAN BARU,,INDONESIA,L,"210,832,443","210,832,443",9.62,"210,832,443","210,832,443",9.62,0
52,AMAG,"ASURANSI MULTI ARTHA GUNA Tbk, PT",PT. KGI Sekuritas Indonesia,"BANK PAN INDONESIA TBK, PT",PT BANK PAN INDONESIA Tbk,BIRO ADMINISTRASI KEUANGAN PT. PANIN BANK TBK,GED BANK PANIN PUSAT LT.7 JL. JEND.SUDIRMAN KAV.1,,INDONESIA,L,"388,000,000","388,000,000",7.76,"388,000,000","388,000,000",7.76,0
53,AMAG,"ASURANSI MULTI ARTHA GUNA Tbk, PT",PT. KGI Sekuritas Indonesia,"Panin Bank Tbk, PT",PT BANK PAN INDONESIA Tbk,BIRO ADMINISTRASI KEUANGAN PT. PANIN BANK TBK,GED BANK PANIN PUSAT LT.7 JL. JEND.SUDIRMAN KAV.1,,INDONESIA,L,"388,000,000","388,000,000",7.76,"388,000,000","388,000,000",7.76,0
54,AMAR,"BANK AMAR INDONESIA Tbk, PT","SAMUEL SEKURITAS INDONESIA, PT",JAGAT RAYA IMAJINASI PT,JAGAT RAYA IMAJINASI PT,"PACIFIC CENTURY PLACE LT.39, JL. JEND.SUDIRMAN KAV. 52-53, K",,,INDONESIA,L,"1,210,726,588","1,210,726,588",6.59,"1,210,726,588","1,210,726,588",6.59,0
55,AMAR,"BANK AMAR INDONESIA Tbk, PT","BNI SEKURITAS, PT","SBI HOLDINGS, INC.","SBI HOLDINGS, INC.",IZUMI GARDEN TOWER 19 F,"1-6-1 ROPPONGI, MINATO - KU TOKYO 1066019",,JAPAN,A,"1,035,714,286","1,035,714,286",5.63,"1,035,714,286","1,035,714,286",5.63,0
56,AMAR,"BANK AMAR INDONESIA Tbk, PT",PT KAY HIAN SEKURITAS,TOLARAM PTE. LTD.,UOB KAY HIAN PTE LTD A/C TOLARAM PTE. LTD.,"Ellen Skelton Building, 3076 Sir Francis","Drake Highway, Road TOwn, Tortola",,"VIRGIN ISLANDS, BRITISH",A,"10,579,066,007","10,579,066,007",57.55,"10,579,066,007","10,579,066,007",57.55,0
57,AMAR,"BANK AMAR INDONESIA Tbk, PT","CITIBANK, N. A",TOLARAM PTE. LTD.,BOS LTD S/A TOLARAM PTE. LTD.,1A INTERNATIONAL BUSINESS PARK#13-01,SINGAPORE 609933,,SINGAPORE,A,"3,252,988,866","3,252,988,866",17.70,"3,252,988,866","3,252,988,866",17.70,0
58,AMAR,"BANK AMAR INDONESIA Tbk, PT","CITIBANK, N. A",BANK OF SINGAPORE LIMITED,BANK OF SINGAPORE LIMITED,"63 Chulia Street #10-00, Singapore 049514",,,SINGAPORE,A,"1,075,024,605","1,075,024,605",5.85,"1,075,024,605","1,075,024,605",5.85,0
59,AMIN,"ATELIERS MECANIQUES D`INDONESIE Tbk, PT","PANIN SEKURITAS Tbk, PT",CHONG KIM KONG,CHONG KIM KONG,"1182, Costa Mahkota, Jl. Syed Abdul Azis, 75000",Melaka,MALAYSIAN,MALAYSIA,A,"109,200,000","109,200,000",10.11,"109,200,000","109,200,000",10.11,0
60,AMMN,"AMMAN MINERAL INTERNASIONAL Tbk, PT","BRI DANAREKSA SEKURITAS, PT",PT MEDCO ENERGI INTERNASIONAL TBK,PT MEDCO ENERGI INTERNASIONAL TBK,"GD. THE ENERGY LT. 52, SCBD, LOT 11A,","JKLE. BJAEYNODRRAANL BSAURDUIRMAN KAV. 52-53, KEL. SENAYAN, KEC.",,INDONESIA,L,"15,167,510,552","15,167,510,552",20.92,"15,167,510,552","15,167,510,552",20.92,0
61,AMMN,"AMMAN MINERAL INTERNASIONAL Tbk, PT",PT Bank HSBC Indonesia,PT SUMBER GEMILANG PERSADA,BANQUE PICTET AND CIE S/A-PT SUMBER GEMILANG PERSADA,"P47L,AZA SENTRAL LANTAI 2, JALAN JENDERAL SUDIRMAN NOMOR","DSEELSAAT/KAENL, KARET SEMANGGI, KEC.SETIABUDI, KOTA ADM. JAKARTA",,INDONESIA,L,"850,000,000","23,332,191,394",32.17,"850,000,000","23,332,191,394",32.17,0
,AMMN,,BUT. STANDARD CHARTERED BANK,,NATIXIS PT SUMBER GEMILANG PERSADA,"PLAZA SENTRAL LANTAI 2, JL. JEND. SUDIRMAN NO.47 KEL. KARET","SJAEKMAARNTGAGI, KEC. SETIABUDI JAKARTA SELATAN 12930, DKI",,INDONESIA,L,"455,000,000",,,"455,000,000",,,0
,AMMN,,"BANK RAKYAT INDONESIA (PERSERO), PT",,PT SUMBER GEMILANG PERSADA - SKL,"PLAZA SENTRAL LANTAI 2, JALAN JENDERAL SUDIRMAN 47","SEMANGGI, KEC. SETIABUDI",,INDONESIA,L,"835,000,000",,,"835,000,000",,,0
,AMMN,,PT BANK DBS INDONESIA,,PT SUMBER GEMILANG PERSADA,GEDUNG PLAZA SENTRAL LT. 2,JL JEND. SUDIRMAN KAV 47,,INDONESIA,L,"675,000,000",,,"675,000,000",,,0
,AMMN,,"BANK RAKYAT INDONESIA (PERSERO), PT",,PT SUMBER GEMILANG PERSADA,"PLAZA SENTRAL LANTAI 2, JALAN JENDERAL SUDIRMAN 47","SEMANGGI, KEC. SETIABUDI",,INDONESIA,L,"457,000,000",,,"457,000,000",,,0
,AMMN,,"BANK RAKYAT INDONESIA (PERSERO), PT",,PT SUMBER GEMILANG PERSADA - VCCI,"PLAZA SENTRAL LANTAI 2, JALAN JENDERAL SUDIRMAN 47","SEMANGGI, KEC. SETIABUDI",,INDONESIA,L,"685,000,000",,,"685,000,000",,,0
,AMMN,,BUT. STANDARD CHARTERED BANK,,NATIXIS S/A PT SUMBER GEMILANG PERSADA,"PLAZA SENTRAL LANTAI 2, JL. JEND. SUDIRMAN NO.47 KEL. KARET","SJAEKMAARNTGAGI, KEC. SETIABUDI JAKARTA SELATAN 12930, DKI",,INDONESIA,L,"243,318,880",,,"243,318,880",,,0
,AMMN,,PT INA SEKURITAS INDONESIA,,PT. Sumber Gemilang Persada,Plaza Sentral Lt. 2,Jl. Jend. Sudirman No. 47 Kelurahan Karet Semanggi,,INDONESIA,L,"700,000,000",,,"700,000,000",,,0
,AMMN,,BUT. STANDARD CHARTERED BANK,,SCB SG PVB A/C PT SUMBER GEMILANG PERSADA,"PLAZA SENTRAL LANTAI 2, JL. JEND. SUDIRMAN NO.47 KEL. KARET","SJAEKMAARNTGAGI, KEC. SETIABUDI JAKARTA SELATAN 12930, DKI",,INDONESIA,L,"700,000,000",,,"700,000,000",,,0
,AMMN,,PT OCBC SEKURITAS INDONESIA,,PT SUMBER GEMILANG PERSADA,PSLEAMZAAN SGEGNITRAL LT 2 JL JEND SUDIRMAN NO 47 KEL KARET,,,INDONESIA,L,"385,000,000",,,"385,000,000",,,0
,AMMN,,"BANK RAKYAT INDONESIA (PERSERO), PT",,PT SUMBER GEMILANG PERSADA - MDIH,"PLAZA SENTRAL LANTAI 2, JALAN JENDERAL SUDIRMAN 47","SEMANGGI, KEC. SETIABUDI",,INDONESIA,L,"590,000,000",,,"590,000,000",,,0
,AMMN,,PT INA SEKURITAS INDONESIA,,PT. Sumber Gemilang Persada,Plaza Sentral Lt. 2,Jl. Jend. Sudirman No. 47 Kelurahan Karet Semanggi,,INDONESIA,L,"13,069,872,514",,,"13,069,872,514",,,0
,AMMN,,PT Bank Maybank Indonesia Tbk,,MPEARYBSAANDKA INVESTMENT BANK BERHAD-SUMBER GEMILANG,PLAZA SENTRAL LANTAI 2 JALAN JENDERAL SUDIRMAN NOMOR 47,,,INDONESIA,L,"1,535,000,000",,,"1,535,000,000",,,0
,AMMN,,PT INA SEKURITAS INDONESIA,,PT. Sumber Gemilang Persada,Plaza Sentral Lt. 2,Jl. Jend. Sudirman No. 47 Kelurahan Karet Semanggi,,INDONESIA,L,"2,060,000,000",,,"2,060,000,000",,,0
,AMMN,,PT OCBC SEKURITAS INDONESIA,,PT SUMBER GEMILANG PERSADA,PSLEAMZAAN SGEGNITRAL LT 2 JL JEND SUDIRMAN NO 47 KEL KARET,,,INDONESIA,L,"92,000,000",,,"92,000,000",,,0
62,AMMN,"AMMAN MINERAL INTERNASIONAL Tbk, PT",PT Bank Maybank Indonesia Tbk,PT AP INVESTMENT,MAYBANK INVESTMENT BANK BERHAD-PT AP INVESTMENT,MBLEONKA RXA.5 KKAARV Y1A-2 6TH FLOOR UNIT ABCH JALAN HR RASUNA SAID,KUNINGAN JAKARTA SELATAN DKI JAKARTA,,INDONESIA,L,-,"11,204,682,720",15.45,"300,000,000","11,204,682,720",15.45,-
,AMMN,,PT Bank Maybank Indonesia Tbk,,MAYBANK INVESTMENT BANK BERHAD-PT AP INVESTMENT,MBLEONKA RXA.5 KKAARV Y1A-2 6TH FLOOR UNIT ABCH JALAN HR RASUNA SAID,KUNINGAN JAKARTA SELATAN DKI JAKARTA,,INDONESIA,L,"912,500,000",,,"912,500,000",,,0
,AMMN,,BUT DEUTSCHE BANK AG,,UBS AG SINGAPORE S/A PT AP INVESTMENT -2091145124,"MENARA KARYA 6/F UNIT A,B,C,H, JL.HR.RASUNA SAID","BJALKOAKR XT-A5 KAV 1-2, KUNINGAN TIMUR, SETIABUDI 12950, DKI",,INDONESIA,L,"2,783,677,745",,,"2,483,677,745",,,"-300,000,000"
,AMMN,,"MANDIRI SEKURITAS, PT",,PT AP INVESTMENT,MENARA KARYA LT 6 JL HR RASUNA SAID BLOK X-5,KUNINGAN SETIABUDI,,INDONESIA,L,"1,043,654,299",,,"1,043,654,299",,,0
,AMMN,,"CITIBANK, N. A",,BOS LTD S/A PT AP INVESTMENT,"MENARA KARYA LT. 6 UNIT A, B, C AND H, JL. HR RASUNA,SAID","BLOK X-5 KAV. 1-2 KUNINGAN TIMUR, SETIABUDI",,INDONESIA,L,"500,000,000",,,"500,000,000",,,0
,AMMN,,PT OCBC SEKURITAS INDONESIA,,PT AP INVESTMENT,"MENARA KARYA LT 6 UNIT A,B,C,H",,,INDONESIA,L,"241,045,752",,,"241,045,752",,,0
,AMMN,,PT LOTUS ANDALAN SEKURITAS,,"AP INVESTMENT, PT","MENARA KARYA LANTAI 6,","UNIT A,B,C,H JL. H.R. RASUNA",,INDONESIA,L,"648,1",,,"648,1",,,0
,AMMN,,PT CGS International Sekuritas Indonesia,,CINGVSE-SCTIMMBE NSTE C- AUCRCITOIEUSN (TS 1INGAPORE) PTE LTD A-C PT AP,MENARA KARYA LT 6 UNIT A B C H,JL HR RASUNA SAID BLOK X 5 KAV 1-2,,INDONESIA,L,"696,844,000",,,"696,844,000",,,0
,AMMN,,BUT DEUTSCHE BANK AG,,UBS AG SINGAPORE S/A PT. AP INVESTMENT -2091145249,"MENARA KARYA 6/F UNIT A,B,C,H, JL.HR.RASUNA SAID","BJALKOAKR XT-A5 KAV 1-2, KUNINGAN TIMUR, SETIABUDI 12950, DKI",,INDONESIA,L,"568,750,000",,,"568,750,000",,,0
,AMMN,,BUT DEUTSCHE BANK AG,,UBS AG SINGAPORE S/A PT AP INVESTMENT -2091145122,"MENARA KARYA 6/F UNIT A,B,C,H, JL.HR.RASUNA SAID","BJALKOAKR XT-A5 KAV 1-2, KUNINGAN TIMUR, SETIABUDI 12950, DKI",,INDONESIA,L,"4,457,562,824",,,"4,457,562,824",,,0
63,AMMN,"AMMAN MINERAL INTERNASIONAL Tbk, PT","MANDIRI SEKURITAS, PT",SAJIR 9 LLC,SAJIR 9 LLC,"251 LITTLE FALLS DRIVE, WILMINGTON, DELAWARE",,,UNITED STATES,A,"1,887,647,059","3,701,583,968",5.10,"1,887,647,059","3,701,583,968",5.10,0
,AMMN,,BUT DEUTSCHE BANK AG,,UBS AG SINGAPORE S/A SAJIR 9 LLC -2091145153,"C/O CORPORATION SERVICE COMPANY,","2O5F1 A LMITETRLICE AFALLS DRIVE, WILMINGTON DE 19808, UNITED STATES",,UNITED STATES,A,"1,813,936,909",,,"1,813,936,909",,,0
64,AMMS,"AGUNG MENJANGAN MAS Tbk, PT",PT BCA SEKURITAS,PT MANDARA MAS SEMESTA,PT MANDARA MAS SEMESTA,GEpdi cGeenntreurmali Twr Lt 20-C Grand Rubina Business Park Kawasan,Jl HR Rasuna Said Kav C-22 RT 002 RW 005,,INDONESIA,L,"297,706,588","297,706,588",24.10,"297,706,588","297,706,588",24.10,0
65,AMMS,"AGUNG MENJANGAN MAS Tbk, PT",PT SEMESTA INDOVEST SEKURITAS,RADIANT RUBY COMPANY LTD,RADIANT RUBY COMPANY LTD,"CRAIGMUIR CHAMBER, ROAD TOWN, TORTOLA, VG 1110",BRITISH VIRGIN ISLANDS,,"VIRGIN ISLANDS, BRITISH",A,160,"630,001,529",51.00,160,"630,001,529",51.00,0
,AMMS,,PT BCA SEKURITAS,,RADIANT RUBY COMPANY LTD,Craigmuir Chambers Road Town,Tortola,,"VIRGIN ISLANDS, BRITISH",A,"630,001,369",,,"630,001,369",,,0
66,AMOR,"ASHMORE ASSET MANAGEMENT INDONESIA Tbk, PT",PT CLSA Sekuritas Indonesia,PT ADIKARSA SARANA,PT ADIKARSA SARANA,"JL. R.P.SOEROSO NO.24, CIKINI, MENTENG",,,INDONESIA,L,"289,921,600","289,921,600",13.05,"289,921,600","289,921,600",13.05,0
67,AMOR,"ASHMORE ASSET MANAGEMENT INDONESIA Tbk, PT","MANDIRI SEKURITAS, PT",ARIEF CAHYADI WANA,ARIEF CAHYADI WANA,JKLE TCIARMTAATYAANSA VIII/5 RT/RW 005/002 KEL/DESA MELAWAI,KEBAYORAN BARU,INDONESIAN,INDONESIA,L,"120,000,000","120,000,000",5.40,"120,000,000","120,000,000",5.40,0
68,AMOR,"ASHMORE ASSET MANAGEMENT INDONESIA Tbk, PT","MANDIRI SEKURITAS, PT",FX EDDY HARTANTO SH,FX EDDY HARTANTO,JKLE. LKELAPA PUYUH VI KJ NO.11 RT 001 RW 019 KELAPA GADING,,INDONESIAN,INDONESIA,L,"125,200,000","125,200,000",5.63,"125,200,000","125,200,000",5.63,0
69,AMOR,"ASHMORE ASSET MANAGEMENT INDONESIA Tbk, PT","MANDIRI SEKURITAS, PT",RONALDUS GANDAHUSADA IR,IR RONALDUS GANDAHUSADA,AKPETB. PAKUBUWONO RESD.C-11 F RT. 003/001 KEL. GUNUNG KEC.,AYORAN BARU,INDONESIAN,INDONESIA,L,"140,000,000","140,000,000",6.30,"140,000,000","140,000,000",6.30,0
70,AMRT,"SUMBER ALFARIA TRIJAYA Tbk, PT",PT BNC SEKURITAS INDONESIA,"AMANDA CIPTA PERSADA, PT",PT AMANDA CIPTA PERSADA,JL. RAYA PASAR MINGGU KM 18.,,,INDONESIA,L,"35,537,000","5,828,544,500",14.04,"35,537,000","5,828,544,500",14.04,0
,AMRT,,PT KOREA INVESTMENT AND SEKURITAS INDONESIA,,PT. AMANDA CIPTA PERSADA,GD. ALFA TOWER LT. 22,,,INDONESIA,L,"4,272,069,500",,,"4,272,069,500",,,0
,AMRT,,PT CGS International Sekuritas Indonesia,,PT. AMANDA CIPTA PERSADA,GD ALFA TOWER LT 22,JL JALUR SUTERA BARAT KAV 9,,INDONESIA,L,"1,520,938,000",,,"1,520,938,000",,,0
71,AMRT,"SUMBER ALFARIA TRIJAYA Tbk, PT",PT KOREA INVESTMENT AND SEKURITAS INDONESIA,SIGMANTARA ALFINDO,PT SIGMANTARA ALFINDO,GEDUNG ALFA TOWER LT.22 JL. JALUR SUTERA BARAT KAV.9,,,INDONESIA,L,"909,386,600","16,151,783,259",38.90,"909,386,600","16,151,783,259",38.90,0
,AMRT,,BUT DEUTSCHE BANK AG,,UBS AG SINGAPORE S/A PT SIGMANTARA ALFINDO-2091144387,"JL.LODAN RAYA NO.80-81,ANCOL,PADEMANGAN,","JAKARTA UTARA 14430,INDONESIA-14430",,INDONESIA,L,"8,162,425,000",,,"8,162,425,000",,,0
,AMRT,,PT CGS International Sekuritas Indonesia,,"SIGMANTARA ALFINDO, PT",GEDUNG ALFA TOWER LANTAI 22,JL JALUR SUTERA BARAT KAV 9 ALAM SUTERA,,INDONESIA,L,"1,668,049,129",,,"1,668,049,129",,,0
,AMRT,,PT Bank HSBC Indonesia,,MSIOGRMGANANTA SRTAA NALLFEIYN ADNOD CO INTERNATIONAL PLC S/A PT,"GEDUNG ALFA TOWER LANTAI 22, JL. JALUR SUTERA BARAT KAV. 9","AINLDAOMN SEUSTIEARA, PANUNGGANGAN TIMUR, PINANG TANGERANG,",,INDONESIA,L,"3,630,000,000",,,"3,630,000,000",,,0
,AMRT,,BUT. STANDARD CHARTERED BANK,,SCB SG PVB A/C PT. SIGMANTARA ALFINDO,GEDUNG ALFA TOWER LANTAI 22 JALAN JALUR SUTERA BARAT,"KTIAMVUERLING 9 ALAM SUTERA, DESA/KELURAHAN PANUNGGANGAN",,INDONESIA,L,"1,170,245,000",,,"1,170,245,000",,,0
,AMRT,,PT BNC SEKURITAS INDONESIA,,PT Sigmantara Alfindo,GEDUNG ALFA TOWER LT. 22,,,INDONESIA,L,"611,677,530",,,"611,677,530",,,0
72,ANDI,"ANDIRA AGRO Tbk, PT",BUT DEUTSCHE BANK AG,PT. ANUGERAH PERKASA SEMESTA,U20B9S1 A14G4 S9I5N3GAPORE S/A PT ANUGERAH PERKASA SEMESTA-,"J0A0L5A/0N1 5M,U KAERLA KARANG BLOK M9, SELATAN NUMBER 35 RT/RW","PLUIT PENJARINGAN SUB DISTRICT, NORTH JAKARTA, INDONESIA",,INDONESIA,L,"699,970,000","699,970,000",7.49,"699,970,000","699,970,000",7.49,0
73,ANJT,"PT. AUSTINDO NUSANTARA JAYA, Tbk",PT BCA SEKURITAS,FIRST RESOURCES LIMITED,FIRST RESOURCES LIMITED,"8 Temasek Boulevard, #41-02 Suntec Tower Three",,,SINGAPORE,A,"3,217,218,477","3,217,218,477",95.92,"3,217,218,477","3,217,218,477",95.92,0
74,APEX,"APEXINDO PRATAMA DUTA Tbk, PT",PT CGS International Sekuritas Indonesia,PT ASERRA CAPITAL,"ASERRA CAPITAL, PT",GEDUNG OFFICE 8 LT 21 UNIT E - F SCBD LOT 28,JL. JEND SUDIRMAN KAV 52 - 53,,INDONESIA,L,"82,683,596","1,126,374,177",31.76,"82,683,596","1,126,374,177",31.76,0
,APEX,,PT ALDIRACITA SEKURITAS INDONESIA,,PT. ASERRA CAPITAL,"GEDUNG OFFICE 8, LT21 UNIT E DAN F,SCBD LOT 28",JL. JEND SUDIRMAN KAV.52-53,,INDONESIA,L,"585,167,000",,,"585,167,000",,,0
,APEX,,PT. TRIMEGAH SEKURITAS INDONESIA TBK,,PT ASERRA CAPITAL,"GEDUNG OFFICE 8, LANTAI 21, SCBD LOT 28",,,INDONESIA,L,"458,523,581",,,"458,523,581",,,0
75,APEX,"APEXINDO PRATAMA DUTA Tbk, PT",BUT. STANDARD CHARTERED BANK,AUGUSTA INVESTMENTS I PTE.LTD. ID134190500001,SINTVAENSDTAMREDN TCSH IA PRTTEE.RLTEDD. BIDA1N3K4 1S9IN0G50A0P0O0R1E S/A AUGUSTA,"6 BATTERY ROAD, 17-06, SINGAPORE 049909",,,SINGAPORE,A,"220,767,550","220,767,550",6.23,"220,767,550","220,767,550",6.23,0
76,APEX,"APEXINDO PRATAMA DUTA Tbk, PT",PT KAY HIAN SEKURITAS,UOB KAY HIAN (HONG KONG) LTD,UAGOEBN KCAYY (HHIOANN G(H KOONNGG K) OLTNDG )O LBTOD P (PT LAESDEGRER AA CCCAOPIUTNALT) - GLAS,6/F HARCOURT HOUSE,39 GLOUCESTER ROAD - HONGKONG,,HONG KONG,A,"771,356,500","771,356,500",21.75,"771,356,500","771,356,500",21.75,0
77,APIC,"PACIFIC STRATEGIC FINANCIAL Tbk, PT","SINARMAS SEKURITAS, PT",PT PAN PACIFIC INVESTAMA,PT PAN PACIFIC INVESTAMA,"GEDUNG MENARA JAMSOSTEK, MENARA UTARA LT 12 A",JL JEND GATOT SUBROTO NO. 38,,INDONESIA,L,"887,032,733","887,032,733",7.54,"887,032,733","887,032,733",7.54,0
78,APIC,"PACIFIC STRATEGIC FINANCIAL Tbk, PT",PT MNC SEKURITAS,"PAN PACIFIC INVESTAMA, PT",PT. PAN PACIFIC INVESTAMA,GJEENDDUENRGA LM EGNAATROTA JAMSOSTEKMENARA UTARA LT. 12A JL,,,INDONESIA,L,"404,380,443","2,385,192,322",20.27,"404,380,443","2,385,192,322",20.27,0
,APIC,,PT CIPTADANA SEKURITAS ASIA,,"PAN PACIFIC INVESTAMA, PT",GEDUNG MENARA JAMSOSTEK MENARA UTARA LT 12A,JL. JENDERAL GATOT SUBROTO NO 387,,INDONESIA,L,"509,500,000",,,"509,500,000",,,0
,APIC,,PT PACIFIC SEKURITAS INDONESIA,,PT. PAN PACIFIC INVESTAMA,GEDUNG MENARA JAMSOSTEK MENARA UTARA LT.12 A,,,INDONESIA,L,"1,471,311,879",,,"1,471,311,879",,,0
,,,,,,,,,,,Jumlah Saham,Saham Gabungan Per Investor,Persentase Kepemilikan Per Investor (%),Jumlah Saham,Saham Gabungan Per Investor,Persentase Kepemilikan Per Investor (%),
79,APIC,"PACIFIC STRATEGIC FINANCIAL Tbk, PT",PT PACIFIC SEKURITAS INDONESIA,PT PACIFIC INDOCORPORA,PT. PACIFIC INDOCORPORA,MENARA BCALT. 50 GRAND INDONESIA,,,INDONESIA,L,"1,107,792,332","1,107,792,332",9.41,"1,107,792,332","1,107,792,332",9.41,0
80,APLI,"ASIAPLAST INDUSTRIES Tbk, PT",PT BCA SEKURITAS,PT MACO AMANGRAHA,PT MACO AMANGRAHA,JL. PLUIT RAYA NO. 127,,,INDONESIA,L,"200,000,000","201,304,000",14.77,"200,000,000","201,304,000",14.77,0
,APLI,,PT CGS International Sekuritas Indonesia,,PT. MACO AMANGRAHA,JL PLUIT RAYA NO 127,RT 003 RW 008,,INDONESIA,L,"1,304,000",,,"1,304,000",,,0
81,APLI,"ASIAPLAST INDUSTRIES Tbk, PT",PT CGS International Sekuritas Indonesia,ALEXANDER AGUNG PRANOTO,ALEXANDER AGUNG PRANOTO,JL CIMAHI NO 3,KEL MENTENG,INDONESIAN,INDONESIA,L,"388,333,748","388,333,748",28.50,"388,333,748","388,333,748",28.50,0
